"uid","timestamp","location.lat","location.long","individual.taxon.canonical.name","tag.local.identifier"
1,2008-03-12 01:03:04,53.95707,-117.872857,"Alces alces",1
2,2008-03-12 05:03:04,53.956993,-117.87214,"Alces alces",1
3,2008-03-12 09:02:51,53.958307,-117.86925,"Alces alces",1
4,2008-03-12 13:03:04,53.95827,-117.868927,"Alces alces",1
5,2008-03-12 17:04:04,53.958062,-117.867307,"Alces alces",1
6,2008-03-12 21:03:04,53.956007,-117.859748,"Alces alces",1
7,2008-03-13 01:03:05,53.955873,-117.859867,"Alces alces",1
8,2008-03-13 05:03:04,53.954842,-117.861313,"Alces alces",1
9,2008-03-13 09:03:05,53.953672,-117.857848,"Alces alces",1
10,2008-03-13 13:02:54,53.953757,-117.8565,"Alces alces",1
11,2008-03-13 17:03:04,53.95344,-117.855928,"Alces alces",1
12,2008-03-13 21:03:04,53.953137,-117.85622,"Alces alces",1
13,2008-03-14 01:03:05,53.953467,-117.859962,"Alces alces",1
14,2008-03-14 05:03:04,53.953402,-117.86007,"Alces alces",1
15,2008-03-14 09:02:38,53.953865,-117.858913,"Alces alces",1
16,2008-03-14 13:03:05,53.95386,-117.858632,"Alces alces",1
17,2008-03-14 17:03:04,53.953715,-117.859862,"Alces alces",1
18,2008-03-14 21:03:04,53.953423,-117.860372,"Alces alces",1
19,2008-03-15 01:03:04,53.953507,-117.860408,"Alces alces",1
20,2008-03-15 05:03:04,53.953548,-117.861017,"Alces alces",1
21,2008-03-15 09:03:04,53.957005,-117.852342,"Alces alces",1
22,2008-03-15 13:03:05,53.95722,-117.851302,"Alces alces",1
23,2008-03-15 17:03:05,53.95813,-117.851312,"Alces alces",1
24,2008-03-15 21:03:05,53.962402,-117.842517,"Alces alces",1
25,2008-03-16 01:03:04,53.962452,-117.841863,"Alces alces",1
26,2008-03-16 05:03:05,53.962615,-117.841787,"Alces alces",1
27,2008-03-16 09:03:04,53.962705,-117.8422,"Alces alces",1
28,2008-03-16 13:03:07,53.96264,-117.842165,"Alces alces",1
29,2008-03-16 17:03:04,53.96224,-117.84099,"Alces alces",1
30,2008-03-16 21:03:04,53.963327,-117.840773,"Alces alces",1
31,2008-03-17 01:03:04,53.963483,-117.84071,"Alces alces",1
32,2008-03-17 05:03:04,53.96357,-117.841035,"Alces alces",1
33,2008-03-17 09:03:05,53.963635,-117.839475,"Alces alces",1
34,2008-03-17 13:03:07,53.959482,-117.838333,"Alces alces",1
35,2008-03-17 17:03:04,53.959008,-117.83513,"Alces alces",1
36,2008-03-17 21:03:05,53.962245,-117.832012,"Alces alces",1
37,2008-03-18 01:03:04,53.962193,-117.832045,"Alces alces",1
38,2008-03-18 05:03:05,53.962072,-117.8317,"Alces alces",1
39,2008-03-18 09:03:04,53.962073,-117.83112,"Alces alces",1
40,2008-03-18 13:03:04,53.96163,-117.831413,"Alces alces",1
41,2008-03-18 17:03:05,53.96159,-117.830995,"Alces alces",1
42,2008-03-18 21:03:04,53.961693,-117.831447,"Alces alces",1
43,2008-03-19 01:03:04,53.961752,-117.831575,"Alces alces",1
44,2008-03-19 05:03:04,53.961723,-117.831793,"Alces alces",1
45,2008-03-19 09:02:40,53.95985,-117.830735,"Alces alces",1
46,2008-03-19 13:03:04,53.960332,-117.831802,"Alces alces",1
47,2008-03-19 17:03:05,53.960498,-117.83151,"Alces alces",1
48,2008-03-19 21:03:04,53.961577,-117.830587,"Alces alces",1
49,2008-03-20 01:03:04,53.9616,-117.830448,"Alces alces",1
50,2008-03-20 05:03:04,53.961573,-117.83044,"Alces alces",1
51,2008-03-20 09:02:42,53.96167,-117.830895,"Alces alces",1
52,2008-03-20 13:03:05,53.9616,-117.831442,"Alces alces",1
53,2008-03-20 17:03:04,53.961915,-117.83203,"Alces alces",1
54,2008-03-20 21:03:04,53.961713,-117.831827,"Alces alces",1
55,2008-03-21 01:03:04,53.961708,-117.831863,"Alces alces",1
56,2008-03-21 05:03:04,53.96162,-117.831325,"Alces alces",1
57,2008-03-21 09:03:05,53.961638,-117.832007,"Alces alces",1
58,2008-03-21 13:03:04,53.961833,-117.831882,"Alces alces",1
59,2008-03-21 17:02:37,53.961805,-117.831537,"Alces alces",1
60,2008-03-21 21:03:04,53.961925,-117.830883,"Alces alces",1
61,2008-03-22 01:03:04,53.961712,-117.83148,"Alces alces",1
62,2008-03-22 05:03:05,53.96162,-117.831377,"Alces alces",1
63,2008-03-22 09:03:00,53.96218,-117.830917,"Alces alces",1
64,2008-03-22 13:03:04,53.961578,-117.830652,"Alces alces",1
65,2008-03-22 17:03:05,53.9616,-117.830325,"Alces alces",1
66,2008-03-22 21:03:05,53.9616,-117.830243,"Alces alces",1
67,2008-03-23 01:03:04,53.96159,-117.831215,"Alces alces",1
68,2008-03-23 05:03:04,53.961542,-117.831103,"Alces alces",1
69,2008-03-23 09:03:05,53.961772,-117.831875,"Alces alces",1
70,2008-03-23 13:03:05,53.961655,-117.832203,"Alces alces",1
71,2008-03-23 17:02:59,53.96161,-117.830815,"Alces alces",1
72,2008-03-23 21:03:04,53.961905,-117.83045,"Alces alces",1
73,2008-03-24 01:03:04,53.961612,-117.8306,"Alces alces",1
74,2008-03-24 05:03:04,53.961587,-117.830517,"Alces alces",1
75,2008-03-24 09:02:54,53.96161,-117.830043,"Alces alces",1
76,2008-03-24 13:03:04,53.959753,-117.830727,"Alces alces",1
77,2008-03-24 17:03:05,53.960353,-117.831477,"Alces alces",1
78,2008-03-24 21:03:04,53.960268,-117.831973,"Alces alces",1
79,2008-03-25 01:03:04,53.959742,-117.831673,"Alces alces",1
80,2008-03-25 05:03:04,53.959797,-117.831588,"Alces alces",1
81,2008-03-25 09:03:05,53.96024,-117.832055,"Alces alces",1
82,2008-03-25 13:03:04,53.960068,-117.83185,"Alces alces",1
83,2008-03-25 17:03:23,53.961245,-117.829567,"Alces alces",1
84,2008-03-25 21:03:04,53.961817,-117.830837,"Alces alces",1
85,2008-03-26 01:03:04,53.961557,-117.831037,"Alces alces",1
86,2008-03-26 05:03:05,53.96172,-117.83184,"Alces alces",1
87,2008-03-26 09:03:04,53.962112,-117.831045,"Alces alces",1
88,2008-03-26 13:03:05,53.961537,-117.831313,"Alces alces",1
89,2008-03-26 17:03:05,53.961577,-117.830682,"Alces alces",1
90,2008-03-26 21:03:05,53.961513,-117.831025,"Alces alces",1
91,2008-03-27 01:03:04,53.961557,-117.83096,"Alces alces",1
92,2008-03-27 05:03:04,53.961572,-117.830803,"Alces alces",1
93,2008-03-27 09:03:04,53.96202,-117.830408,"Alces alces",1
94,2008-03-27 13:03:04,53.961575,-117.830258,"Alces alces",1
95,2008-03-27 17:03:05,53.959882,-117.830442,"Alces alces",1
96,2008-03-27 21:03:04,53.961768,-117.829635,"Alces alces",1
97,2008-03-28 01:03:04,53.96171,-117.829262,"Alces alces",1
98,2008-03-28 05:03:05,53.961717,-117.829395,"Alces alces",1
99,2008-03-28 09:03:04,53.9618,-117.829435,"Alces alces",1
100,2008-03-28 13:03:05,53.961732,-117.829023,"Alces alces",1
101,2008-03-28 17:03:04,53.961713,-117.829222,"Alces alces",1
102,2008-03-28 21:03:04,53.961562,-117.830253,"Alces alces",1
103,2008-03-29 01:03:04,53.96151,-117.83018,"Alces alces",1
104,2008-03-29 05:03:05,53.961523,-117.830293,"Alces alces",1
105,2008-03-29 09:03:04,53.961765,-117.830503,"Alces alces",1
106,2008-03-29 13:03:05,53.96164,-117.83072,"Alces alces",1
107,2008-03-29 17:03:04,53.961578,-117.830492,"Alces alces",1
108,2008-03-29 21:03:04,53.961612,-117.8306,"Alces alces",1
109,2008-03-30 01:03:04,53.961597,-117.830628,"Alces alces",1
110,2008-03-30 05:03:05,53.962343,-117.830762,"Alces alces",1
111,2008-03-30 09:03:05,53.961553,-117.8308,"Alces alces",1
112,2008-03-30 13:03:04,53.96179,-117.829195,"Alces alces",1
113,2008-03-30 17:03:11,53.961223,-117.829397,"Alces alces",1
114,2008-03-30 21:03:04,53.961753,-117.829305,"Alces alces",1
115,2008-03-31 01:03:04,53.96154,-117.830375,"Alces alces",1
116,2008-03-31 05:03:05,53.961603,-117.830325,"Alces alces",1
117,2008-03-31 09:03:05,53.96158,-117.830588,"Alces alces",1
118,2008-03-31 13:03:05,53.961582,-117.830372,"Alces alces",1
119,2008-03-31 17:03:24,53.959933,-117.829863,"Alces alces",1
120,2008-03-31 21:03:04,53.959497,-117.829955,"Alces alces",1
121,2008-04-01 01:03:04,53.959382,-117.830262,"Alces alces",1
122,2008-04-01 05:03:04,53.959343,-117.830798,"Alces alces",1
123,2008-04-01 09:03:04,53.959333,-117.830872,"Alces alces",1
124,2008-04-01 13:03:04,53.959513,-117.830947,"Alces alces",1
125,2008-04-01 17:03:04,53.959607,-117.830622,"Alces alces",1
126,2008-04-01 21:03:04,53.959707,-117.830493,"Alces alces",1
127,2008-04-02 01:03:04,53.960305,-117.83004,"Alces alces",1
128,2008-04-02 05:03:04,53.960518,-117.830137,"Alces alces",1
129,2008-04-02 09:03:04,53.960503,-117.829985,"Alces alces",1
130,2008-04-02 13:03:15,53.961177,-117.82951,"Alces alces",1
131,2008-04-02 17:03:06,53.960947,-117.829108,"Alces alces",1
