"uid","timestamp","location.lat","location.long","individual.taxon.canonical.name","tag.local.identifier"
6872,2008-12-04 00:03:05,53.503028,-118.756517,"Alces alces",12
6873,2008-12-04 04:03:04,53.5035,-118.75483,"Alces alces",12
6874,2008-12-04 08:03:04,53.503408,-118.756992,"Alces alces",12
6875,2008-12-04 12:03:04,53.502602,-118.757017,"Alces alces",12
6876,2008-12-04 16:03:05,53.502023,-118.756373,"Alces alces",12
6877,2008-12-04 20:03:04,53.497567,-118.756613,"Alces alces",12
6878,2008-12-05 00:03:04,53.496775,-118.757103,"Alces alces",12
6879,2008-12-05 04:03:05,53.496688,-118.758152,"Alces alces",12
6880,2008-12-05 08:03:04,53.494792,-118.758085,"Alces alces",12
6881,2008-12-05 12:03:06,53.494628,-118.757695,"Alces alces",12
6882,2008-12-05 16:03:04,53.49472,-118.757093,"Alces alces",12
6883,2008-12-05 20:03:05,53.495032,-118.75707,"Alces alces",12
6884,2008-12-06 00:03:04,53.492703,-118.75469,"Alces alces",12
6885,2008-12-06 04:03:04,53.490412,-118.755997,"Alces alces",12
6886,2008-12-06 08:03:04,53.489125,-118.756528,"Alces alces",12
6887,2008-12-06 12:03:05,53.489107,-118.75858,"Alces alces",12
6888,2008-12-06 16:03:04,53.488737,-118.759487,"Alces alces",12
6889,2008-12-06 20:03:04,53.490013,-118.755945,"Alces alces",12
6890,2008-12-07 00:03:04,53.490715,-118.755152,"Alces alces",12
6891,2008-12-07 04:03:04,53.490838,-118.755465,"Alces alces",12
6892,2008-12-07 08:03:04,53.490165,-118.754012,"Alces alces",12
6893,2008-12-07 12:03:05,53.48982,-118.754892,"Alces alces",12
6894,2008-12-07 16:03:05,53.488145,-118.751043,"Alces alces",12
6895,2008-12-07 20:03:05,53.488537,-118.750227,"Alces alces",12
6896,2008-12-08 00:03:05,53.48666,-118.749307,"Alces alces",12
6897,2008-12-08 04:03:04,53.486165,-118.744105,"Alces alces",12
6898,2008-12-08 08:03:04,53.485337,-118.74194,"Alces alces",12
6899,2008-12-08 12:03:04,53.484263,-118.746528,"Alces alces",12
6900,2008-12-08 16:03:32,53.482175,-118.746448,"Alces alces",12
6901,2008-12-08 20:03:04,53.481278,-118.748245,"Alces alces",12
6902,2008-12-09 00:03:04,53.480377,-118.750337,"Alces alces",12
6903,2008-12-09 04:03:05,53.480995,-118.749377,"Alces alces",12
6904,2008-12-09 08:03:23,53.480232,-118.748282,"Alces alces",12
6905,2008-12-09 12:03:04,53.480302,-118.74729,"Alces alces",12
6906,2008-12-09 16:03:04,53.47982,-118.74747,"Alces alces",12
6907,2008-12-09 20:03:04,53.482182,-118.744695,"Alces alces",12
6908,2008-12-10 00:03:04,53.482502,-118.746328,"Alces alces",12
6909,2008-12-10 04:03:05,53.482518,-118.74642,"Alces alces",12
6910,2008-12-10 08:03:05,53.483343,-118.744627,"Alces alces",12
6911,2008-12-10 12:03:04,53.484607,-118.74578,"Alces alces",12
6912,2008-12-10 16:03:04,53.485115,-118.746457,"Alces alces",12
6913,2008-12-10 20:03:04,53.48566,-118.74652,"Alces alces",12
6914,2008-12-11 00:03:04,53.48581,-118.745683,"Alces alces",12
6915,2008-12-11 04:03:05,53.48686,-118.7454,"Alces alces",12
6916,2008-12-11 08:03:05,53.486142,-118.744585,"Alces alces",12
6917,2008-12-11 12:03:05,53.486947,-118.746002,"Alces alces",12
6918,2008-12-11 16:03:06,53.487872,-118.746887,"Alces alces",12
