"uid","timestamp","location.lat","location.long","individual.taxon.canonical.name","tag.local.identifier"
1535,2008-03-12 01:03:04,54.158868,-117.805922,"Alces alces",3
1536,2008-03-12 05:03:04,54.158747,-117.804513,"Alces alces",3
1537,2008-03-12 09:03:05,54.158463,-117.803662,"Alces alces",3
1538,2008-03-12 13:03:05,54.158498,-117.80392,"Alces alces",3
1539,2008-03-12 17:03:04,54.15846,-117.804322,"Alces alces",3
1540,2008-03-12 21:03:05,54.160415,-117.804985,"Alces alces",3
1541,2008-03-13 01:03:05,54.163142,-117.806908,"Alces alces",3
1542,2008-03-13 05:03:04,54.171452,-117.819172,"Alces alces",3
1543,2008-03-13 09:03:05,54.172462,-117.818973,"Alces alces",3
1544,2008-03-13 13:02:42,54.172547,-117.819008,"Alces alces",3
1545,2008-03-13 17:03:04,54.174357,-117.82356,"Alces alces",3
1546,2008-03-13 21:03:04,54.172443,-117.830255,"Alces alces",3
1547,2008-03-14 01:03:05,54.171943,-117.83097,"Alces alces",3
1548,2008-03-14 05:03:04,54.171257,-117.833675,"Alces alces",3
1549,2008-03-14 09:02:37,54.170712,-117.834212,"Alces alces",3
1550,2008-03-14 13:03:05,54.170952,-117.835312,"Alces alces",3
1551,2008-03-14 17:03:04,54.170768,-117.839472,"Alces alces",3
1552,2008-03-14 21:03:04,54.163608,-117.850655,"Alces alces",3
1553,2008-03-15 01:03:04,54.163615,-117.850747,"Alces alces",3
1554,2008-03-15 05:03:04,54.160058,-117.852667,"Alces alces",3
1555,2008-03-15 09:03:04,54.158947,-117.85201,"Alces alces",3
1556,2008-03-15 13:03:04,54.158247,-117.850182,"Alces alces",3
1557,2008-03-15 17:03:05,54.157965,-117.849683,"Alces alces",3
1558,2008-03-15 21:03:05,54.157747,-117.84891,"Alces alces",3
1559,2008-03-16 01:03:04,54.157473,-117.849735,"Alces alces",3
1560,2008-03-16 05:03:04,54.157452,-117.849667,"Alces alces",3
1561,2008-03-16 09:03:04,54.155643,-117.84894,"Alces alces",3
1562,2008-03-16 13:02:50,54.15576,-117.84857,"Alces alces",3
1563,2008-03-16 17:03:04,54.15546,-117.848487,"Alces alces",3
1564,2008-03-16 21:03:34,54.152307,-117.844382,"Alces alces",3
1565,2008-03-17 01:03:06,54.151213,-117.844552,"Alces alces",3
1566,2008-03-17 05:03:05,54.151998,-117.846993,"Alces alces",3
1567,2008-03-17 09:03:05,54.148295,-117.852863,"Alces alces",3
1568,2008-03-17 13:03:04,54.146307,-117.857537,"Alces alces",3
1569,2008-03-17 17:03:04,54.146238,-117.857555,"Alces alces",3
1570,2008-03-17 21:03:04,54.14704,-117.858553,"Alces alces",3
1571,2008-03-18 01:03:04,54.145927,-117.861048,"Alces alces",3
1572,2008-03-18 05:03:04,54.145423,-117.86029,"Alces alces",3
1573,2008-03-18 09:03:05,54.145428,-117.860278,"Alces alces",3
1574,2008-03-18 13:03:04,54.145385,-117.860823,"Alces alces",3
1575,2008-03-18 17:03:05,54.145693,-117.860873,"Alces alces",3
1576,2008-03-18 21:03:05,54.145547,-117.864388,"Alces alces",3
1577,2008-03-19 01:03:04,54.14548,-117.864453,"Alces alces",3
1578,2008-03-19 05:03:05,54.145358,-117.864383,"Alces alces",3
1579,2008-03-19 09:03:05,54.145332,-117.864355,"Alces alces",3
1580,2008-03-19 13:03:05,54.145058,-117.86327,"Alces alces",3
1581,2008-03-19 17:04:01,54.144818,-117.863455,"Alces alces",3
1582,2008-03-19 21:03:04,54.144507,-117.864547,"Alces alces",3
1583,2008-03-20 01:03:05,54.144292,-117.864832,"Alces alces",3
1584,2008-03-20 05:03:05,54.144573,-117.865995,"Alces alces",3
1585,2008-03-20 09:03:05,54.144645,-117.865843,"Alces alces",3
1586,2008-03-20 13:03:05,54.145817,-117.86515,"Alces alces",3
1587,2008-03-20 17:03:08,54.146232,-117.865383,"Alces alces",3
1588,2008-03-20 21:03:05,54.143857,-117.868217,"Alces alces",3
1589,2008-03-21 01:03:14,54.144218,-117.867105,"Alces alces",3
1590,2008-03-21 05:03:05,54.143887,-117.867368,"Alces alces",3
1591,2008-03-21 09:03:04,54.143885,-117.867138,"Alces alces",3
1592,2008-03-21 13:03:05,54.14324,-117.866623,"Alces alces",3
1593,2008-03-21 17:03:06,54.14353,-117.866157,"Alces alces",3
1594,2008-03-21 21:03:05,54.141882,-117.87046,"Alces alces",3
1595,2008-03-22 01:03:04,54.141982,-117.870638,"Alces alces",3
1596,2008-03-22 05:03:05,54.142912,-117.868507,"Alces alces",3
1597,2008-03-22 09:03:05,54.142858,-117.868415,"Alces alces",3
1598,2008-03-22 13:03:09,54.142998,-117.867948,"Alces alces",3
1599,2008-03-22 17:03:22,54.143788,-117.867122,"Alces alces",3
1600,2008-03-22 21:03:04,54.144118,-117.865177,"Alces alces",3
1601,2008-03-23 01:03:04,54.144035,-117.860743,"Alces alces",3
1602,2008-03-23 05:03:05,54.144922,-117.85991,"Alces alces",3
1603,2008-03-23 09:03:05,54.144928,-117.859543,"Alces alces",3
1604,2008-03-23 13:03:04,54.145222,-117.859127,"Alces alces",3
1605,2008-03-23 17:03:05,54.145177,-117.858292,"Alces alces",3
1606,2008-03-23 21:03:04,54.136542,-117.855158,"Alces alces",3
1607,2008-03-24 01:03:04,54.136483,-117.855243,"Alces alces",3
1608,2008-03-24 05:03:04,54.136785,-117.85527,"Alces alces",3
1609,2008-03-24 09:03:05,54.136247,-117.857825,"Alces alces",3
1610,2008-03-24 13:03:05,54.136205,-117.858382,"Alces alces",3
1611,2008-03-24 17:03:11,54.136148,-117.858262,"Alces alces",3
1612,2008-03-24 21:03:04,54.135757,-117.858145,"Alces alces",3
1613,2008-03-25 01:03:04,54.136135,-117.859227,"Alces alces",3
1614,2008-03-25 05:03:04,54.137315,-117.858042,"Alces alces",3
1615,2008-03-25 09:03:33,54.13742,-117.860078,"Alces alces",3
1616,2008-03-25 13:03:04,54.137428,-117.861137,"Alces alces",3
1617,2008-03-25 17:03:05,54.137448,-117.860943,"Alces alces",3
1618,2008-03-25 21:03:05,54.141008,-117.862372,"Alces alces",3
1619,2008-03-26 01:03:04,54.140945,-117.862308,"Alces alces",3
1620,2008-03-26 05:03:05,54.142172,-117.863713,"Alces alces",3
1621,2008-03-26 09:03:04,54.142992,-117.868595,"Alces alces",3
1622,2008-03-26 13:03:04,54.142863,-117.868548,"Alces alces",3
1623,2008-03-26 17:03:05,54.143213,-117.867845,"Alces alces",3
1624,2008-03-26 21:03:04,54.144612,-117.86725,"Alces alces",3
1625,2008-03-27 01:03:04,54.144647,-117.867248,"Alces alces",3
1626,2008-03-27 05:03:04,54.144593,-117.867272,"Alces alces",3
1627,2008-03-27 09:03:06,54.14467,-117.867653,"Alces alces",3
1628,2008-03-27 13:03:05,54.145238,-117.867572,"Alces alces",3
1629,2008-03-27 17:03:05,54.143785,-117.868502,"Alces alces",3
1630,2008-03-27 21:03:23,54.138775,-117.878253,"Alces alces",3
1631,2008-03-28 01:03:04,54.138833,-117.8784,"Alces alces",3
1632,2008-03-28 05:03:04,54.138988,-117.8789,"Alces alces",3
1633,2008-03-28 09:03:04,54.13906,-117.879298,"Alces alces",3
1634,2008-03-28 13:03:04,54.138392,-117.879483,"Alces alces",3
1635,2008-03-28 17:03:04,54.139643,-117.881153,"Alces alces",3
1636,2008-03-28 21:03:04,54.140928,-117.88185,"Alces alces",3
1637,2008-03-29 01:03:04,54.140762,-117.88198,"Alces alces",3
1638,2008-03-29 05:03:04,54.14,-117.880855,"Alces alces",3
1639,2008-03-29 09:03:05,54.138833,-117.878558,"Alces alces",3
1640,2008-03-29 13:03:05,54.137783,-117.877523,"Alces alces",3
1641,2008-03-29 17:03:04,54.13777,-117.877072,"Alces alces",3
1642,2008-03-29 21:03:04,54.13833,-117.876297,"Alces alces",3
1643,2008-03-30 01:03:04,54.138652,-117.876463,"Alces alces",3
1644,2008-03-30 05:03:04,54.138475,-117.876057,"Alces alces",3
1645,2008-03-30 09:03:11,54.13737,-117.873467,"Alces alces",3
1646,2008-03-30 13:03:05,54.135012,-117.871462,"Alces alces",3
1647,2008-03-30 17:03:06,54.134487,-117.870262,"Alces alces",3
1648,2008-03-30 21:03:04,54.130278,-117.868303,"Alces alces",3
1649,2008-03-31 01:03:04,54.130377,-117.868875,"Alces alces",3
1650,2008-03-31 05:03:05,54.130318,-117.86845,"Alces alces",3
1651,2008-03-31 09:03:07,54.130183,-117.86617,"Alces alces",3
1652,2008-03-31 13:03:04,54.129962,-117.865832,"Alces alces",3
1653,2008-03-31 17:03:05,54.129732,-117.868157,"Alces alces",3
1654,2008-03-31 21:03:04,54.1297,-117.87163,"Alces alces",3
1655,2008-04-01 01:03:04,54.129595,-117.87169,"Alces alces",3
1656,2008-04-01 05:03:05,54.128865,-117.872802,"Alces alces",3
1657,2008-04-01 09:03:08,54.12961,-117.873607,"Alces alces",3
1658,2008-04-01 13:03:05,54.130967,-117.870485,"Alces alces",3
1659,2008-04-01 17:03:05,54.129715,-117.868128,"Alces alces",3
1660,2008-04-01 21:03:04,54.129852,-117.866805,"Alces alces",3
1661,2008-04-02 01:03:04,54.12988,-117.866818,"Alces alces",3
1662,2008-04-02 05:03:04,54.129855,-117.86624,"Alces alces",3
1663,2008-04-02 09:03:05,54.130072,-117.864155,"Alces alces",3
1664,2008-04-02 13:03:06,54.131403,-117.862665,"Alces alces",3
1665,2008-04-02 17:03:07,54.13135,-117.862028,"Alces alces",3
1666,2008-04-02 21:03:30,54.130137,-117.861233,"Alces alces",3
1667,2008-04-03 01:03:04,54.130673,-117.861002,"Alces alces",3
1668,2008-04-03 05:03:04,54.130232,-117.861693,"Alces alces",3
1669,2008-04-03 09:03:04,54.131525,-117.863388,"Alces alces",3
1670,2008-04-03 13:03:05,54.135197,-117.862867,"Alces alces",3
1671,2008-04-03 17:03:04,54.136953,-117.862127,"Alces alces",3
1672,2008-04-03 21:03:04,54.139117,-117.86845,"Alces alces",3
1673,2008-04-04 01:03:05,54.139033,-117.868145,"Alces alces",3
1674,2008-04-04 05:03:04,54.13885,-117.868548,"Alces alces",3
1675,2008-04-04 09:03:05,54.137967,-117.86864,"Alces alces",3
1676,2008-04-04 13:03:04,54.136895,-117.868162,"Alces alces",3
1677,2008-04-04 17:03:04,54.13833,-117.871497,"Alces alces",3
1678,2008-04-04 21:03:23,54.139303,-117.869762,"Alces alces",3
1679,2008-04-05 01:03:04,54.13908,-117.867945,"Alces alces",3
1680,2008-04-05 05:03:04,54.13905,-117.867968,"Alces alces",3
1681,2008-04-05 09:03:28,54.139032,-117.867735,"Alces alces",3
1682,2008-04-05 13:03:04,54.138468,-117.866592,"Alces alces",3
1683,2008-04-05 17:03:07,54.13968,-117.868662,"Alces alces",3
1684,2008-04-05 21:03:04,54.13947,-117.867885,"Alces alces",3
1685,2008-04-06 01:03:04,54.139023,-117.86809,"Alces alces",3
1686,2008-04-06 05:03:04,54.138927,-117.871242,"Alces alces",3
1687,2008-04-06 09:03:05,54.139087,-117.871905,"Alces alces",3
1688,2008-04-06 13:03:04,54.14012,-117.874227,"Alces alces",3
1689,2008-04-06 17:03:24,54.143303,-117.867378,"Alces alces",3
1690,2008-04-06 21:03:04,54.140808,-117.866097,"Alces alces",3
1691,2008-04-07 01:03:05,54.140413,-117.865563,"Alces alces",3
1692,2008-04-07 05:03:04,54.140363,-117.86565,"Alces alces",3
1693,2008-04-07 09:03:04,54.137567,-117.86514,"Alces alces",3
1694,2008-04-07 13:03:35,54.137498,-117.863648,"Alces alces",3
1695,2008-04-07 17:03:23,54.137405,-117.86221,"Alces alces",3
1696,2008-04-07 21:03:33,54.134548,-117.855735,"Alces alces",3
1697,2008-04-08 01:03:06,54.135265,-117.855322,"Alces alces",3
1698,2008-04-08 05:03:04,54.135372,-117.853288,"Alces alces",3
1699,2008-04-08 09:03:04,54.135203,-117.853048,"Alces alces",3
1700,2008-04-08 13:03:04,54.135158,-117.852902,"Alces alces",3
1701,2008-04-08 17:03:04,54.140932,-117.85313,"Alces alces",3
1702,2008-04-08 21:03:04,54.142495,-117.851438,"Alces alces",3
1703,2008-04-09 01:03:04,54.14436,-117.853162,"Alces alces",3
1704,2008-04-09 05:03:04,54.144377,-117.853123,"Alces alces",3
1705,2008-04-09 09:03:05,54.146072,-117.853577,"Alces alces",3
1706,2008-04-09 13:03:10,54.146317,-117.8538,"Alces alces",3
1707,2008-04-09 17:03:04,54.145885,-117.852323,"Alces alces",3
1708,2008-04-09 21:03:04,54.145297,-117.850652,"Alces alces",3
1709,2008-04-10 01:03:06,54.144087,-117.850197,"Alces alces",3
1710,2008-04-10 05:03:05,54.142978,-117.850513,"Alces alces",3
1711,2008-04-10 09:03:05,54.141772,-117.850042,"Alces alces",3
1712,2008-04-10 13:03:06,54.140055,-117.849138,"Alces alces",3
1713,2008-04-10 17:03:58,54.139905,-117.84946,"Alces alces",3
1714,2008-04-10 21:03:04,54.139443,-117.849247,"Alces alces",3
1715,2008-04-11 01:03:06,54.14017,-117.849057,"Alces alces",3
1716,2008-04-11 05:04:01,54.13988,-117.849575,"Alces alces",3
1717,2008-04-11 09:03:04,54.14013,-117.849047,"Alces alces",3
1718,2008-04-11 13:03:05,54.140137,-117.848105,"Alces alces",3
1719,2008-04-11 17:03:04,54.139083,-117.847947,"Alces alces",3
1720,2008-04-11 21:03:04,54.136055,-117.844333,"Alces alces",3
1721,2008-04-12 01:03:04,54.136475,-117.844747,"Alces alces",3
1722,2008-04-12 05:04:00,54.136095,-117.844325,"Alces alces",3
1723,2008-04-12 09:03:04,54.134445,-117.842718,"Alces alces",3
1724,2008-04-12 13:03:04,54.134655,-117.8434,"Alces alces",3
1725,2008-04-12 17:03:04,54.134353,-117.843452,"Alces alces",3
1726,2008-04-12 21:03:04,54.134308,-117.840863,"Alces alces",3
1727,2008-04-13 01:03:05,54.133968,-117.83967,"Alces alces",3
1728,2008-04-13 05:03:04,54.134198,-117.838903,"Alces alces",3
1729,2008-04-13 09:03:04,54.131593,-117.839245,"Alces alces",3
1730,2008-04-13 13:03:04,54.131647,-117.837932,"Alces alces",3
1731,2008-04-13 17:03:04,54.131422,-117.83769,"Alces alces",3
1732,2008-04-13 21:02:51,54.131045,-117.831802,"Alces alces",3
1733,2008-04-14 01:03:04,54.130033,-117.829298,"Alces alces",3
1734,2008-04-14 05:03:04,54.129985,-117.829003,"Alces alces",3
1735,2008-04-14 09:03:04,54.130523,-117.832325,"Alces alces",3
1736,2008-04-14 13:03:04,54.130825,-117.83413,"Alces alces",3
1737,2008-04-14 17:03:07,54.131923,-117.834367,"Alces alces",3
1738,2008-04-14 21:03:04,54.137955,-117.837397,"Alces alces",3
1739,2008-04-15 01:03:05,54.141143,-117.831328,"Alces alces",3
1740,2008-04-15 05:03:05,54.140458,-117.830008,"Alces alces",3
1741,2008-04-15 09:03:04,54.140463,-117.82855,"Alces alces",3
1742,2008-04-15 13:03:04,54.140523,-117.828598,"Alces alces",3
1743,2008-04-15 17:03:04,54.140457,-117.828395,"Alces alces",3
