"uid","timestamp","location.lat","location.long","individual.taxon.canonical.name","tag.local.identifier"
3256,2008-03-13 02:03:05,54.482622,-120.084983,"Alces alces",5
3257,2008-03-13 06:03:04,54.482683,-120.085147,"Alces alces",5
3258,2008-03-13 10:03:05,54.483253,-120.084993,"Alces alces",5
3259,2008-03-13 14:03:05,54.485095,-120.084085,"Alces alces",5
3260,2008-03-13 18:03:04,54.485698,-120.083968,"Alces alces",5
3261,2008-03-13 22:03:05,54.48516,-120.088662,"Alces alces",5
3262,2008-03-14 02:03:04,54.485558,-120.091397,"Alces alces",5
3263,2008-03-14 06:03:04,54.485583,-120.091338,"Alces alces",5
3264,2008-03-14 10:03:04,54.487295,-120.091587,"Alces alces",5
3265,2008-03-14 14:03:04,54.487347,-120.092433,"Alces alces",5
3266,2008-03-14 18:03:05,54.4874,-120.093038,"Alces alces",5
3267,2008-03-14 22:03:04,54.489865,-120.097897,"Alces alces",5
3268,2008-03-15 02:03:04,54.489923,-120.098243,"Alces alces",5
3269,2008-03-15 06:03:04,54.490058,-120.098405,"Alces alces",5
3270,2008-03-15 10:03:05,54.490557,-120.098868,"Alces alces",5
3271,2008-03-15 14:03:04,54.491128,-120.098733,"Alces alces",5
3272,2008-03-15 18:03:04,54.491338,-120.099342,"Alces alces",5
3273,2008-03-15 22:03:04,54.491582,-120.099648,"Alces alces",5
3274,2008-03-16 02:03:04,54.491785,-120.100267,"Alces alces",5
3275,2008-03-16 06:03:05,54.49191,-120.09924,"Alces alces",5
3276,2008-03-16 10:03:05,54.491465,-120.098537,"Alces alces",5
3277,2008-03-16 14:03:05,54.491272,-120.098403,"Alces alces",5
3278,2008-03-16 18:03:05,54.491208,-120.098573,"Alces alces",5
3279,2008-03-16 22:03:04,54.491312,-120.098943,"Alces alces",5
3280,2008-03-17 02:03:04,54.491303,-120.099612,"Alces alces",5
3281,2008-03-17 06:03:04,54.491102,-120.099717,"Alces alces",5
3282,2008-03-17 10:03:04,54.491415,-120.100312,"Alces alces",5
3283,2008-03-17 14:03:30,54.491178,-120.100613,"Alces alces",5
3284,2008-03-17 18:03:23,54.490957,-120.099788,"Alces alces",5
3285,2008-03-17 22:03:30,54.494828,-120.104762,"Alces alces",5
3286,2008-03-18 02:03:04,54.496737,-120.106617,"Alces alces",5
3287,2008-03-18 06:03:05,54.495772,-120.106535,"Alces alces",5
3288,2008-03-18 10:03:05,54.496152,-120.107927,"Alces alces",5
3289,2008-03-18 14:03:05,54.496183,-120.11101,"Alces alces",5
3290,2008-03-18 18:03:04,54.496162,-120.11129,"Alces alces",5
3291,2008-03-18 22:03:05,54.49435,-120.107415,"Alces alces",5
3292,2008-03-19 02:02:47,54.494865,-120.106533,"Alces alces",5
3293,2008-03-19 06:03:05,54.494978,-120.106393,"Alces alces",5
3294,2008-03-19 10:03:05,54.494293,-120.103593,"Alces alces",5
3295,2008-03-19 14:03:05,54.494115,-120.103325,"Alces alces",5
3296,2008-03-19 18:03:05,54.493747,-120.102407,"Alces alces",5
3297,2008-03-19 22:03:05,54.494017,-120.102667,"Alces alces",5
3298,2008-03-20 02:03:04,54.493317,-120.102832,"Alces alces",5
3299,2008-03-20 06:03:05,54.493377,-120.102512,"Alces alces",5
3300,2008-03-20 10:03:24,54.493227,-120.102185,"Alces alces",5
3301,2008-03-20 14:03:05,54.492753,-120.102075,"Alces alces",5
3302,2008-03-20 18:03:31,54.492625,-120.102128,"Alces alces",5
3303,2008-03-20 22:03:05,54.4907,-120.103338,"Alces alces",5
3304,2008-03-21 02:03:04,54.490535,-120.104762,"Alces alces",5
3305,2008-03-21 06:03:05,54.490825,-120.10701,"Alces alces",5
3306,2008-03-21 10:03:05,54.49149,-120.108282,"Alces alces",5
3307,2008-03-21 14:03:04,54.491608,-120.110212,"Alces alces",5
3308,2008-03-21 18:03:04,54.491723,-120.110377,"Alces alces",5
3309,2008-03-21 22:03:05,54.49223,-120.109827,"Alces alces",5
3310,2008-03-22 02:03:04,54.492162,-120.108267,"Alces alces",5
3311,2008-03-22 06:03:34,54.492162,-120.108477,"Alces alces",5
3312,2008-03-22 10:03:05,54.49312,-120.110252,"Alces alces",5
3313,2008-03-22 14:03:04,54.493297,-120.110435,"Alces alces",5
3314,2008-03-22 18:03:05,54.493188,-120.111678,"Alces alces",5
3315,2008-03-22 22:03:05,54.493313,-120.106532,"Alces alces",5
3316,2008-03-23 02:03:04,54.49354,-120.106623,"Alces alces",5
3317,2008-03-23 06:03:06,54.493105,-120.106172,"Alces alces",5
3318,2008-03-23 10:03:04,54.491277,-120.100288,"Alces alces",5
3319,2008-03-23 14:03:04,54.491263,-120.099002,"Alces alces",5
3320,2008-03-23 18:03:06,54.490752,-120.098673,"Alces alces",5
3321,2008-03-23 22:03:04,54.490308,-120.09913,"Alces alces",5
3322,2008-03-24 02:03:04,54.491847,-120.10511,"Alces alces",5
3323,2008-03-24 06:03:04,54.493182,-120.107592,"Alces alces",5
3324,2008-03-24 10:03:05,54.491265,-120.105765,"Alces alces",5
3325,2008-03-24 14:03:04,54.490443,-120.105517,"Alces alces",5
3326,2008-03-24 18:03:10,54.49091,-120.105137,"Alces alces",5
3327,2008-03-24 22:03:04,54.489882,-120.105903,"Alces alces",5
3328,2008-03-25 02:03:04,54.489432,-120.10676,"Alces alces",5
3329,2008-03-25 06:03:51,54.490215,-120.107605,"Alces alces",5
3330,2008-03-25 10:03:04,54.491357,-120.106877,"Alces alces",5
3331,2008-03-25 14:03:05,54.491447,-120.103575,"Alces alces",5
3332,2008-03-25 18:03:05,54.492753,-120.103062,"Alces alces",5
3333,2008-03-25 22:03:05,54.492618,-120.101697,"Alces alces",5
3334,2008-03-26 02:03:04,54.49292,-120.10209,"Alces alces",5
3335,2008-03-26 06:03:15,54.49289,-120.102518,"Alces alces",5
3336,2008-03-26 10:03:05,54.489583,-120.099075,"Alces alces",5
3337,2008-03-26 14:03:05,54.48724,-120.09644,"Alces alces",5
3338,2008-03-26 18:03:08,54.486427,-120.100748,"Alces alces",5
3339,2008-03-26 22:03:05,54.486575,-120.100823,"Alces alces",5
3340,2008-03-27 02:03:05,54.486223,-120.100797,"Alces alces",5
3341,2008-03-27 06:03:35,54.486147,-120.100883,"Alces alces",5
3342,2008-03-27 10:03:05,54.485658,-120.101205,"Alces alces",5
3343,2008-03-27 14:03:05,54.48552,-120.099958,"Alces alces",5
3344,2008-03-27 18:03:06,54.484408,-120.097982,"Alces alces",5
3345,2008-03-27 22:03:04,54.48377,-120.097642,"Alces alces",5
3346,2008-03-28 02:03:05,54.484213,-120.098558,"Alces alces",5
