"uid","timestamp","location.lat","location.long","individual.taxon.canonical.name","tag.local.identifier"
52356,2009-02-03 02:03:04,53.75380667,-118.3635833,"Alces alces",9
52357,2009-02-03 06:03:05,53.75513667,-118.3625167,"Alces alces",9
52358,2009-02-03 10:03:03,53.75433667,-118.3609333,"Alces alces",9
52359,2009-02-03 14:03:04,53.75352667,-118.3612517,"Alces alces",9
52360,2009-02-03 18:03:03,53.753415,-118.362685,"Alces alces",9
52361,2009-02-03 22:03:04,53.753255,-118.363815,"Alces alces",9
52362,2009-02-04 02:03:04,53.75349667,-118.3638767,"Alces alces",9
52363,2009-02-04 06:03:04,53.75479833,-118.361125,"Alces alces",9
52364,2009-02-04 10:03:03,53.75338333,-118.3626383,"Alces alces",9
52365,2009-02-04 14:03:04,53.75535167,-118.363535,"Alces alces",9
52366,2009-02-04 18:03:03,53.75334667,-118.36377,"Alces alces",9
52367,2009-02-04 22:03:22,53.754685,-118.3648933,"Alces alces",9
52368,2009-02-05 02:03:04,53.75572333,-118.3645883,"Alces alces",9
52369,2009-02-05 06:03:03,53.75334,-118.3644617,"Alces alces",9
52370,2009-02-05 10:03:03,53.75545,-118.3622367,"Alces alces",9
52371,2009-02-05 14:03:03,53.75377,-118.360815,"Alces alces",9
52372,2009-02-05 18:03:03,53.75292333,-118.3625367,"Alces alces",9
52373,2009-02-05 22:03:04,53.75636333,-118.36218,"Alces alces",9
52374,2009-02-06 02:03:03,53.75697667,-118.35924,"Alces alces",9
52375,2009-02-06 06:03:03,53.75768667,-118.360015,"Alces alces",9
52376,2009-02-06 10:03:03,53.75844,-118.35851,"Alces alces",9
52377,2009-02-06 14:03:03,53.75958167,-118.3601433,"Alces alces",9
52378,2009-02-06 18:03:03,53.76326667,-118.3669817,"Alces alces",9
52379,2009-02-06 22:03:04,53.763205,-118.3674,"Alces alces",9
52380,2009-02-07 02:03:04,53.75912667,-118.35968,"Alces alces",9
52381,2009-02-07 06:03:03,53.75350167,-118.3621183,"Alces alces",9
52382,2009-02-07 10:03:03,53.75336167,-118.3637817,"Alces alces",9
52383,2009-02-07 14:03:03,53.75440833,-118.363345,"Alces alces",9
52384,2009-02-07 18:03:22,53.75120667,-118.3688667,"Alces alces",9
52385,2009-02-07 22:03:03,53.750895,-118.3726933,"Alces alces",9
52386,2009-02-08 02:03:03,53.75005167,-118.3658917,"Alces alces",9
